2017-04-23,1,0,1
2017-04-22,69,36,33
2017-04-21,68,38,30
2017-04-20,109,41,68
2017-04-19,125,59,66
2017-04-18,119,51,68
2017-04-17,141,47,94
2017-04-16,128,68,60
2017-04-15,150,60,90
2017-04-14,143,69,74
2017-04-13,159,68,91
2017-04-12,168,69,99
2017-04-11,110,50,60
2017-04-10,109,39,70
2017-04-09,139,46,93
2017-04-08,154,57,97
2017-04-07,178,76,102
2017-04-06,242,93,149
2017-04-05,252,94,158
2017-04-04,221,105,116
2017-04-03,151,61,90
2017-04-02,69,8,61
2017-04-01,93,13,80
2017-03-31,70,8,62
2017-03-30,75,11,64
2017-03-29,89,10,79
2017-03-28,93,13,80
2017-03-27,118,11,107
2017-03-26,73,8,65
2017-03-25,86,9,77
2017-03-24,89,11,78
2017-03-23,95,10,85
2017-03-22,72,8,63
