2017-04-16,2,0,0
2017-04-11,3,2,0
2017-04-09,8,0,0
2017-04-08,5,3,0
2017-04-07,6,0,0
2017-04-06,2,1,0
2017-04-05,3,2,0
2017-04-04,15,2,0
2017-04-03,8,2,0
2017-04-02,19,4,2
2017-04-01,16,2,2
2017-03-31,22,0,0
2017-03-30,21,4,0
2017-03-29,28,6,0
2017-03-28,31,4,0
2017-03-27,23,2,2
2017-03-26,19,5,0
2017-03-25,20,0,0
2017-03-24,33,5,1
2017-03-23,31,5,1
2017-03-22,38,8,1
2017-03-21,53,11,1
2017-03-20,49,8,0
2017-03-19,52,14,0
2017-03-18,42,10,1
2017-03-17,31,14,0
2017-03-16,24,4,0
2017-03-15,18,4,0
2017-03-14,20,3,1
2017-03-13,13,3,0
2017-03-12,29,9,2
2017-03-11,17,3,0
2017-03-10,29,8,0
2017-03-09,50,10,2
2017-03-08,40,12,1
2017-03-07,37,13,1
2017-03-06,51,14,0
2017-03-05,46,4,1
2017-03-04,47,13,2
2017-03-03,71,13,1
2017-03-02,73,10,1
2017-03-01,98,24,0
2017-02-28,47,9,0
2017-02-27,55,13,0
2017-02-26,73,22,1
2017-02-25,73,18,1
2017-02-24,87,17,3
2017-02-23,94,28,1
2017-02-22,72,18,3
2017-02-21,72,18,0
2017-02-20,62,20,0
2017-02-19,74,30,2
2017-02-18,76,22,0
2017-02-17,88,25,0
2017-02-16,109,20,3
2017-02-15,129,33,0
2017-02-14,97,32,2
2017-02-13,95,23,2
2017-02-12,98,20,1
2017-02-11,80,20,1
2017-02-10,103,23,4
2017-02-09,101,21,3
2017-02-08,100,24,3
2017-02-07,103,13,3
2017-02-06,61,8,1
2017-02-05,56,5,0
2017-02-04,70,4,0
2017-02-03,67,9,0
2017-02-02,52,6,0
2017-02-01,53,3,0
2017-01-31,47,4,0
2017-01-30,43,5,0
2017-01-29,38,2,1
2017-01-28,35,3,0
2017-01-27,54,8,1
2017-01-26,54,5,0
2017-01-25,53,3,0
2017-01-24,103,11,2
2017-01-23,39,2,0
