2017-04-22,48,31,17
2017-04-21,51,33,18
2017-04-20,54,28,26
2017-04-19,73,31,42
2017-04-18,79,36,43
2017-04-17,105,46,59
2017-04-16,85,44,41
2017-04-15,65,31,34
2017-04-14,66,38,28
2017-04-13,81,38,43
2017-04-12,83,47,36
2017-04-11,100,38,62
2017-04-10,92,50,42
2017-04-09,72,28,44
2017-04-08,116,55,61
2017-04-07,79,42,37
2017-04-06,89,48,41
2017-04-05,97,53,44
2017-04-04,85,51,34
2017-04-03,73,37,36
2017-04-02,47,21,26
2017-04-01,105,50,55
2017-03-31,61,40,21
2017-03-30,86,52,34
2017-03-29,90,54,36
2017-03-28,85,45,40
2017-03-27,91,37,54
2017-03-26,84,40,44
2017-03-25,101,45,56
2017-03-24,101,53,48
2017-03-23,81,49,32
2017-03-22,98,54,44
2017-03-21,124,64,60
2017-03-20,33,7,26
2017-03-19,27,8,19
2017-03-18,33,5,28
2017-03-17,33,6,27
2017-03-16,24,6,18
2017-03-15,32,3,29
2017-03-14,36,4,32
2017-03-13,31,8,23
2017-03-12,26,2,24
2017-03-11,40,8,32
2017-03-10,36,5,31
2017-03-09,53,10,43
2017-03-08,31,6,25
2017-03-07,28,5,23
2017-03-06,46,10,36
2017-03-05,30,4,26
2017-03-04,33,5,28
2017-03-03,27,5,22
2017-03-02,29,6,23
2017-03-01,47,6,41
2017-02-28,32,4,28
2017-02-27,28,7,21
2017-02-26,29,6,23
2017-02-25,22,6,16
2017-02-24,24,3,21
2017-02-23,23,1,22
2017-02-22,33,11,22
2017-02-21,17,2,15
2017-02-20,28,5,23
2017-02-19,23,4,19
2017-02-18,22,2,20
2017-02-17,18,3,15
2017-02-16,19,3,16
2017-02-15,22,2,20
2017-02-14,12,0,12
2017-02-13,14,3,11
2017-02-12,3,0,3
2017-02-11,3,1,2
2017-02-10,5,0,5
2017-02-09,4,1,3
2017-02-08,8,0,8
2017-02-07,10,1,9
2017-02-06,7,2,5
2017-02-05,8,1,7
2017-02-04,2,0,2
2017-02-03,1,0,1
2017-02-02,7,1,6
2017-02-01,3,2,1
2017-01-31,2,1,1
2017-01-29,3,1,2
2017-01-28,4,0,4
2017-01-27,3,0,3
2017-01-26,7,1,6
2017-01-25,1,0,1
2017-01-23,5,1,4
2017-01-22,6,0,6
2017-01-21,4,4,0
2017-01-20,5,0,5
2017-01-19,6,1,5
2017-01-18,6,3,3
2017-01-17,5,0,5
2017-01-16,4,1,3
2017-01-15,5,0,5
2017-01-14,5,2,3
2017-01-13,9,1,8
2017-01-12,6,0,6
2017-01-11,5,0,5
2017-01-10,3,1,2
2017-01-09,6,2,3
