2017-04-22,18,14,4
2017-04-21,11,7,4
2017-04-20,19,17,2
2017-04-19,18,12,6
2017-04-18,9,7,2
2017-04-17,13,9,4
2017-04-16,18,14,4
2017-04-15,10,8,2
2017-04-14,14,10,4
2017-04-13,9,9,0
2017-04-12,10,8,2
2017-04-11,14,8,6
2017-04-10,16,12,4
2017-04-09,18,8,10
2017-04-08,22,14,8
2017-04-07,17,13,4
2017-04-06,14,12,2
2017-04-05,20,14,6
2017-04-04,25,19,6
2017-04-03,17,13,4
2017-04-02,26,16,10
2017-04-01,30,22,8
2017-03-31,24,18,6
2017-03-30,28,16,12
2017-03-29,30,16,14
2017-03-28,33,27,6
2017-03-27,38,22,16
2017-03-26,47,35,12
2017-03-25,38,34,4
2017-03-24,46,34,12
2017-03-23,37,27,10
2017-03-22,41,21,20
2017-03-21,55,37,18
2017-03-20,57,37,20
2017-03-19,68,46,22
2017-03-18,84,54,30
2017-03-17,69,39,30
2017-03-16,77,53,24
2017-03-15,68,48,20
2017-03-14,62,44,18
2017-03-13,58,44,14
2017-03-12,71,51,20
2017-03-11,69,39,30
2017-03-10,99,75,24
2017-03-09,89,65,24
2017-03-08,86,66,20
2017-03-07,64,44,20
2017-03-06,54,34,20
2017-03-05,76,46,30
2017-03-04,64,52,12
2017-03-03,81,51,30
2017-03-02,40,26,14
2017-03-01,61,41,20
2017-02-28,47,39,8
2017-02-27,45,37,8
2017-02-26,46,42,4
2017-02-25,46,28,18
2017-02-24,44,30,14
2017-02-23,20,9,11
2017-02-22,5,2,3
2017-02-21,5,0,5
2017-02-20,4,2,2
2017-02-19,4,2,2
2017-02-18,3,1,2
2017-02-17,1,0,1
2017-02-16,4,0,4
2017-02-15,3,1,2
2017-02-14,2,1,1
2017-02-13,6,0,6
2017-02-12,2,0,2
2017-02-11,6,1,5
2017-02-10,2,0,2
2017-02-09,6,3,3
2017-02-08,4,2,2
2017-02-07,12,4,8
2017-02-06,9,1,8
2017-02-05,2,0,2
2017-02-04,5,2,3
2017-02-03,4,0,4
2017-02-02,3,0,3
2017-02-01,2,0,2
2017-01-31,2,0,2
2017-01-30,2,1,1
2017-01-29,3,1,2
2017-01-28,1,0,1
2017-01-27,4,1,3
2017-01-26,4,1,3
2017-01-25,5,1,4
2017-01-24,7,1,6
2017-01-23,6,0,6
2017-01-22,6,0,6
2017-01-21,5,2,3
2017-01-20,2,0,2
2017-01-19,3,1,2
2017-01-18,5,1,4
2017-01-17,7,2,5
2017-01-16,2,1,1
2017-01-15,4,0,4
2017-01-14,4,1,3
2017-01-13,3,1,2
2017-01-12,2,0,2
2017-01-11,5,1,4
2017-01-10,3,0,3
2017-01-09,3,0,3
2017-01-07,3,1,2
