2017-04-23,1,0,0
2017-04-22,23,9,0
2017-04-21,39,15,1
2017-04-20,63,15,1
2017-04-19,53,15,1
2017-04-18,59,14,1
2017-04-17,41,13,0
2017-04-16,49,12,0
2017-04-15,68,11,1
2017-04-14,63,11,1
2017-04-13,49,15,1
2017-04-12,57,22,0
2017-04-11,50,11,1
2017-04-10,58,12,2
2017-04-09,55,18,1
2017-04-08,42,19,4
2017-04-07,64,23,0
2017-04-06,58,21,0
2017-04-05,57,17,1
2017-04-04,48,15,2
2017-04-03,67,16,0
2017-04-02,36,5,1
2017-04-01,49,11,0
2017-03-31,40,9,0
2017-03-30,56,15,3
2017-03-29,47,11,4
2017-03-28,51,11,2
2017-03-27,49,10,2
2017-03-26,43,17,0
2017-03-25,53,15,0
2017-03-24,43,12,1
2017-03-23,38,1,0
2017-03-22,45,16,3
2017-03-21,51,12,1
2017-03-20,42,16,0
2017-03-19,55,20,0
2017-03-18,57,12,2
2017-03-17,50,12,1
2017-03-16,62,26,1
2017-03-15,48,8,0
2017-03-14,47,12,1
2017-03-13,59,20,3
2017-03-12,60,24,3
2017-03-11,66,23,3
2017-03-10,62,10,2
2017-03-09,55,14,1
2017-03-08,49,13,0
2017-03-07,40,10,2
2017-03-06,38,13,0
2017-03-05,60,15,0
2017-03-04,50,14,2
2017-03-03,49,23,1
2017-03-02,55,13,3
2017-03-01,65,23,3
2017-02-28,44,16,2
2017-02-27,45,14,1
2017-02-26,49,21,2
2017-02-25,53,17,0
2017-02-24,24,3,1
2017-02-23,23,3,1
2017-02-22,23,2,0
2017-02-21,23,4,0
2017-02-20,16,1,0
2017-02-19,13,2,0
2017-02-18,23,1,0
2017-02-17,14,1,1
2017-02-16,14,1,0
2017-02-15,20,1,0
2017-02-14,19,0,0
2017-02-13,16,2,0
2017-02-12,17,3,0
2017-02-11,21,1,0
2017-02-10,14,0,0
2017-02-09,20,3,0
2017-02-08,17,1,0
2017-02-07,13,0,0
2017-02-06,16,0,0
2017-02-05,12,2,0
2017-02-04,17,2,0
2017-02-03,7,0,0
2017-02-02,7,0,1
2017-02-01,6,1,0
2017-01-31,10,1,0
2017-01-30,7,0,0
2017-01-29,3,0,0
2017-01-28,4,0,0
2017-01-27,8,0,0
2017-01-26,6,0,0
2017-01-25,7,1,0
2017-01-24,6,0,0
2017-01-23,9,1,0
2017-01-22,10,0,0
2017-01-21,7,0,0
2017-01-20,15,0,0
2017-01-19,18,0,0
2017-01-18,15,1,0
2017-01-17,8,1,0
2017-01-16,15,1,0
2017-01-15,16,0,0
2017-01-14,13,1,0
2017-01-13,20,3,0
2017-01-12,17,2,0
2017-01-11,14,2,0
2017-01-10,5,0,0
2017-01-09,11,0,0
2017-01-08,7,0,0
2017-01-07,9,0,0
2017-01-06,2,0,0
2017-01-05,8,1,0
2017-01-04,14,1,0
2017-01-03,14,1,0
2017-01-02,14,0,0
2017-01-01,10,2,0
2016-12-31,8,0,0
2016-12-30,10,0,0
2016-12-29,14,0,0
2016-12-28,10,0,0
2016-12-27,7,0,0
2016-12-26,6,1,0
2016-12-25,13,2,0
2016-12-24,11,1,0
2016-12-23,6,1,0
2016-12-22,10,0,0
2016-12-21,14,1,0
2016-12-20,8,0,0
2016-12-19,12,0,0
2016-12-18,11,3,0
2016-12-17,19,1,0
2016-12-16,11,0,0
2016-12-15,17,1,0
2016-12-14,14,2,0
2016-12-13,14,2,0
2016-12-12,21,0,0
2016-12-11,15,1,0
2016-12-10,10,3,0
2016-12-09,14,0,0
2016-12-08,13,0,0
2016-12-07,13,0,0
2016-12-06,8,0,0
